"","ccode","country","year","month","time","ins","reb","dpc","erv","ic","notes","coder","insnotes","dpcnotes","rebnotes","ervnotes","icnotes"
"20393",690,"Kuwait",2009,11,"2009m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20394",690,"Kuwait",2009,12,"2009m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19417",652,"Syria",2009,1,"2009m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19418",652,"Syria",2009,2,"2009m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19419",652,"Syria",2009,3,"2009m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19420",652,"Syria",2009,4,"2009m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19421",652,"Syria",2009,5,"2009m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19422",652,"Syria",2009,6,"2009m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19423",652,"Syria",2009,7,"2009m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19424",652,"Syria",2009,8,"2009m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19425",652,"Syria",2009,9,"2009m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19426",652,"Syria",2009,10,"2009m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19427",652,"Syria",2009,11,"2009m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19428",652,"Syria",2009,12,"2009m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18934",640,"Turkey",2009,1,"2009m1",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18935",640,"Turkey",2009,2,"2009m2",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18936",640,"Turkey",2009,3,"2009m3",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18937",640,"Turkey",2009,4,"2009m4",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18938",640,"Turkey",2009,5,"2009m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18939",640,"Turkey",2009,6,"2009m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18940",640,"Turkey",2009,7,"2009m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18941",640,"Turkey",2009,8,"2009m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18942",640,"Turkey",2009,9,"2009m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18943",640,"Turkey",2009,10,"2009m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18944",640,"Turkey",2009,11,"2009m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18945",640,"Turkey",2009,12,"2009m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19256",651,"Egypt",2009,1,"2009m1",0,0,1,0,0,"DPC - 50,000 protestors in January. 1,000 MB members arresetd (crisis watch)","Bentley & Leonard","","","","",""
"19257",651,"Egypt",2009,2,"2009m2",0,0,1,0,0,"conducts a bombing on February 22nd, killing one french national. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19258",651,"Egypt",2009,3,"2009m3",0,0,1,0,0,"^DPC - Police violently crack down on an opposition rally in defiance of a ban on demonstrations in February. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19259",651,"Egypt",2009,4,"2009m4",0,0,1,0,0,"DPC - Large scale protests organized by the  April 6th Movement. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19260",651,"Egypt",2009,5,"2009m5",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19261",651,"Egypt",2009,6,"2009m6",0,0,1,0,0,"","Bentley & Leonard","","","","",""
"19262",651,"Egypt",2009,7,"2009m7",0,0,1,0,0,"DPC - Supporters of Political detainees protest in front of Prosecutors Office. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19263",651,"Egypt",2009,8,"2009m8",0,0,0,0,0,"^ ERV - In July muslims burn christian homes after a muslim teen was killed (crsis watch)","Bentley & Leonard","","","","",""
"19264",651,"Egypt",2009,9,"2009m9",0,0,0,0,0,"ERV - Christians protest at a Christian funeral. The deceased had been beheaded by muslims. (crisis watch)","Bentley & Leonard","","","","",""
"19265",651,"Egypt",2009,10,"2009m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19266",651,"Egypt",2009,11,"2009m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19267",651,"Egypt",2009,12,"2009m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19900",666,"Israel",2009,1,"2009m1",0,0,0,0,1,"IC - Israel launches 2700 air strikes against targets in Gaza by months end. Israeli army units retreat by months end.","Bentley & Leonard","","","","",""
"19901",666,"Israel",2009,2,"2009m2",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19902",666,"Israel",2009,3,"2009m3",0,0,0,0,1,"ERV - Israeli hardliners demonstarae in Arab majority town. Turns violent. Factiva Document GLOB000020090325e53p00036","Bentley & Leonard","","","","",""
"19903",666,"Israel",2009,4,"2009m4",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19904",666,"Israel",2009,5,"2009m5",0,0,0,0,1,"IC - Israeli forces kill a Hamas leader. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19905",666,"Israel",2009,6,"2009m6",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19906",666,"Israel",2009,7,"2009m7",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19907",666,"Israel",2009,8,"2009m8",0,0,0,0,1,"IC - Palestinians retaliate in latter part of 2009. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19908",666,"Israel",2009,9,"2009m9",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19909",666,"Israel",2009,10,"2009m10",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19910",666,"Israel",2009,11,"2009m11",0,0,0,0,1,"IC - IDF bombs smuggling tunnels. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19911",666,"Israel",2009,12,"2009m12",0,0,0,0,1,"","Bentley & Leonard","","","","",""
"19739",663,"Jordan",2009,1,"2009m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19740",663,"Jordan",2009,2,"2009m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19741",663,"Jordan",2009,3,"2009m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19742",663,"Jordan",2009,4,"2009m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19743",663,"Jordan",2009,5,"2009m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19744",663,"Jordan",2009,6,"2009m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19745",663,"Jordan",2009,7,"2009m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19746",663,"Jordan",2009,8,"2009m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19747",663,"Jordan",2009,9,"2009m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19748",663,"Jordan",2009,10,"2009m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19749",663,"Jordan",2009,11,"2009m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19750",663,"Jordan",2009,12,"2009m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20061",670,"Saudi Arabia",2009,1,"2009m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20062",670,"Saudi Arabia",2009,2,"2009m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20063",670,"Saudi Arabia",2009,3,"2009m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20064",670,"Saudi Arabia",2009,4,"2009m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20065",670,"Saudi Arabia",2009,5,"2009m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20066",670,"Saudi Arabia",2009,6,"2009m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20067",670,"Saudi Arabia",2009,7,"2009m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20068",670,"Saudi Arabia",2009,8,"2009m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20069",670,"Saudi Arabia",2009,9,"2009m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20070",670,"Saudi Arabia",2009,10,"2009m10",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20071",670,"Saudi Arabia",2009,11,"2009m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"20072",670,"Saudi Arabia",2009,12,"2009m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19095",645,"Iraq",2009,1,"2009m1",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19096",645,"Iraq",2009,2,"2009m2",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19097",645,"Iraq",2009,3,"2009m3",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19098",645,"Iraq",2009,4,"2009m4",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19099",645,"Iraq",2009,5,"2009m5",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19100",645,"Iraq",2009,6,"2009m6",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19101",645,"Iraq",2009,7,"2009m7",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19102",645,"Iraq",2009,8,"2009m8",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19103",645,"Iraq",2009,9,"2009m9",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19104",645,"Iraq",2009,10,"2009m10",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19105",645,"Iraq",2009,11,"2009m11",1,0,0,1,1,"","Levey & Skantz","","","","",""
"19106",645,"Iraq",2009,12,"2009m12",1,0,0,1,1,"","Levey & Skantz","","","","",""
"20866",696,"United Arab Emirates",2009,1,"2009m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20867",696,"United Arab Emirates",2009,2,"2009m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20868",696,"United Arab Emirates",2009,3,"2009m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20869",696,"United Arab Emirates",2009,4,"2009m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20870",696,"United Arab Emirates",2009,5,"2009m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20871",696,"United Arab Emirates",2009,6,"2009m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20872",696,"United Arab Emirates",2009,7,"2009m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20873",696,"United Arab Emirates",2009,8,"2009m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20874",696,"United Arab Emirates",2009,9,"2009m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20875",696,"United Arab Emirates",2009,10,"2009m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20876",696,"United Arab Emirates",2009,11,"2009m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20877",696,"United Arab Emirates",2009,12,"2009m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20693",694,"Qatar",2008,1,"2008m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20694",694,"Qatar",2008,2,"2008m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20695",694,"Qatar",2008,3,"2008m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20696",694,"Qatar",2008,4,"2008m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20697",694,"Qatar",2008,5,"2008m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20698",694,"Qatar",2008,6,"2008m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20699",694,"Qatar",2008,7,"2008m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20700",694,"Qatar",2008,8,"2008m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20701",694,"Qatar",2008,9,"2008m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20702",694,"Qatar",2008,10,"2008m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20703",694,"Qatar",2008,11,"2008m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20704",694,"Qatar",2008,12,"2008m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21015",698,"Oman",2008,1,"2008m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21016",698,"Oman",2008,2,"2008m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21017",698,"Oman",2008,3,"2008m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21018",698,"Oman",2008,4,"2008m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21019",698,"Oman",2008,5,"2008m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21020",698,"Oman",2008,6,"2008m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21021",698,"Oman",2008,7,"2008m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21022",698,"Oman",2008,8,"2008m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21023",698,"Oman",2008,9,"2008m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21024",698,"Oman",2008,10,"2008m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21025",698,"Oman",2008,11,"2008m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"21026",698,"Oman",2008,12,"2008m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20532",692,"Bahrain",2008,1,"2008m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20533",692,"Bahrain",2008,2,"2008m2",0,0,0,0,0,"DPC - violence and demonstrations (crisis watch)","Bentley & Leonard","","","","",""
"20534",692,"Bahrain",2008,3,"2008m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20535",692,"Bahrain",2008,4,"2008m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20536",692,"Bahrain",2008,5,"2008m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20537",692,"Bahrain",2008,6,"2008m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20538",692,"Bahrain",2008,7,"2008m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20539",692,"Bahrain",2008,8,"2008m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20540",692,"Bahrain",2008,9,"2008m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20541",692,"Bahrain",2008,10,"2008m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20542",692,"Bahrain",2008,11,"2008m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20543",692,"Bahrain",2008,12,"2008m12",0,0,1,0,0,"DPC - Police arrest 14 shia protestors. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2009.pdf","Bentley & Leonard","","","","",""
"19566",660,"Lebanon",2008,1,"2008m1",1,0,0,0,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19567",660,"Lebanon",2008,2,"2008m2",1,0,0,0,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19568",660,"Lebanon",2008,3,"2008m3",1,0,0,0,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19569",660,"Lebanon",2008,4,"2008m4",1,0,0,0,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19570",660,"Lebanon",2008,5,"2008m5",1,0,0,1,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19571",660,"Lebanon",2008,6,"2008m6",1,0,0,1,0,"CrisisWatch","Bentley & Leonard","","","","",""
"19572",660,"Lebanon",2008,7,"2008m7",1,0,0,1,0,"ERV - Sectarian clashes in Tripoli continued with 4 killed, scores wounded 8-9 July despite late-June ceasefire and army deployment; 9 killed 25-26 July. CrisisWatch","Bentley & Leonard","","","","",""
"19573",660,"Lebanon",2008,8,"2008m8",1,0,0,1,0,"INS - Fatah-Al_Islam conflict. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19574",660,"Lebanon",2008,9,"2008m9",1,0,0,1,0,"ERV - Clash between rival Christian groups in Bsarma in north 17 Sept left 2 dead, 3 wounded. Tensions between Sunnis and Alawites in Tripoli eased with 8 Sept agreement to end recent sectarian fighting, but car bomb 29 Sept targeting army bus","Bentley & Leonard","","","","",""
"19575",660,"Lebanon",2008,10,"2008m10",0,0,0,0,0,"IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19576",660,"Lebanon",2008,11,"2008m11",0,0,0,0,0,"IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"19577",660,"Lebanon",2008,12,"2008m12",0,0,0,0,0,"IC - Israel continues to violate Lebanese space. http://hiik.de/en/konfliktbarometer/pdf/ConflictBarometer_2008.pdf","Bentley & Leonard","","","","",""
"20210",679,"Yemen",2008,1,"2008m1",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20211",679,"Yemen",2008,2,"2008m2",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20212",679,"Yemen",2008,3,"2008m3",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20213",679,"Yemen",2008,4,"2008m4",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20214",679,"Yemen",2008,5,"2008m5",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20215",679,"Yemen",2008,6,"2008m6",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20216",679,"Yemen",2008,7,"2008m7",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20217",679,"Yemen",2008,8,"2008m8",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20218",679,"Yemen",2008,9,"2008m9",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20219",679,"Yemen",2008,10,"2008m10",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20220",679,"Yemen",2008,11,"2008m11",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20221",679,"Yemen",2008,12,"2008m12",1,0,0,0,0,"","Levey & Skantz","","","","",""
"20371",690,"Kuwait",2008,1,"2008m1",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20372",690,"Kuwait",2008,2,"2008m2",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20373",690,"Kuwait",2008,3,"2008m3",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20374",690,"Kuwait",2008,4,"2008m4",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20375",690,"Kuwait",2008,5,"2008m5",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20376",690,"Kuwait",2008,6,"2008m6",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20377",690,"Kuwait",2008,7,"2008m7",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20378",690,"Kuwait",2008,8,"2008m8",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20379",690,"Kuwait",2008,9,"2008m9",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20380",690,"Kuwait",2008,10,"2008m10",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20381",690,"Kuwait",2008,11,"2008m11",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"20382",690,"Kuwait",2008,12,"2008m12",0,0,0,0,0,"","Bentley & Leonard","","","","",""
"19405",652,"Syria",2008,1,"2008m1",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19406",652,"Syria",2008,2,"2008m2",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19407",652,"Syria",2008,3,"2008m3",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19408",652,"Syria",2008,4,"2008m4",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19409",652,"Syria",2008,5,"2008m5",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19410",652,"Syria",2008,6,"2008m6",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19411",652,"Syria",2008,7,"2008m7",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19412",652,"Syria",2008,8,"2008m8",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19413",652,"Syria",2008,9,"2008m9",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19414",652,"Syria",2008,10,"2008m10",0,0,0,0,0,"US cross-border raid against militants","Levey & Skantz","","","","",""
"19415",652,"Syria",2008,11,"2008m11",0,0,0,0,0,"","Levey & Skantz","","","","",""
"19416",652,"Syria",2008,12,"2008m12",0,0,0,0,0,"","Levey & Skantz","","","","",""
"18922",640,"Turkey",2008,1,"2008m1",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18923",640,"Turkey",2008,2,"2008m2",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18924",640,"Turkey",2008,3,"2008m3",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18925",640,"Turkey",2008,4,"2008m4",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18926",640,"Turkey",2008,5,"2008m5",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18927",640,"Turkey",2008,6,"2008m6",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18928",640,"Turkey",2008,7,"2008m7",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18929",640,"Turkey",2008,8,"2008m8",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18930",640,"Turkey",2008,9,"2008m9",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18931",640,"Turkey",2008,10,"2008m10",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18932",640,"Turkey",2008,11,"2008m11",0,1,0,0,0,"","Levey & Skantz","","","","",""
"18933",640,"Turkey",2008,12,"2008m12",0,1,0,0,0,"","Levey & Skantz","","","","",""
"19244",651,"Egypt",2008,1,"2008m1",0,0,1,0,0,"DPC - Government raids Beduin homes in Sainai which leads to protests.","Bentley & Leonard","","","","",""
"19245",651,"Egypt",2008,2,"2008m2",0,0,1,0,0,"DPC - Muslim Brotherhood supporters demonstrate in Universities (crisis watch).","Bentley & Leonard","","","","",""
